,Date Range,Product Name,SKU,Category,Quantity,Start Date,Quantity Change %,4 Week Average Quantity,4 Week Avg % Change,Previous Week Quantity,Total Quantity,Previous Week Total Quantity,UPC,Price Change %,modifiedUPC,Dollar Change
173334,3/28/2024 to 4/3/2024,POWERADE MOUNTAIN BLAST 2O OZ,0004900000790,BEBIDAS,315.0,2024-03-28,-31.670281995661608,602.75,-13.728530534351135,461.0,534262.0,791141.0,4900000790,0.0,0004900000790,0.0
173352,3/28/2024 to 4/3/2024,POWERADE LIMON 20 OZ,0004900000369,BEBIDAS,148.0,2024-03-28,-12.426035502958577,229.0,-10.546875,169.0,534262.0,791141.0,4900000369,0.0,0004900000369,0.0
173892,3/28/2024 to 4/3/2024,POWERADE GRAPE 20 OZ,0004900004526,BEBIDAS,295.0,2024-03-28,-25.31645569620253,494.25,-11.846016646848978,395.0,534262.0,791141.0,4900004526,0.0,0004900004526,0.0
173984,3/28/2024 to 4/3/2024,POWERADE ORANGE 20 OZ,0004900003278,BEBIDAS,194.0,2024-03-28,-20.491803278688526,292.5,-10.09221311475409,244.0,534262.0,791141.0,4900003278,0.0,0004900003278,0.0
174081,3/28/2024 to 4/3/2024,POWERADE ZERO MIXED BERRY 20 OZ,0004900005069,BEBIDAS,159.0,2024-03-28,57.425742574257434,148.5,2.4137931034482696,101.0,534262.0,791141.0,4900005069,0.0,0004900005069,0.0
174108,3/28/2024 to 4/3/2024,POWERADE ZERO FRUIT PUNCH 20 OZ,0004900005642,BEBIDAS,162.0,2024-03-28,-11.475409836065575,177.5,-2.828467153284664,183.0,534262.0,791141.0,4900005642,0.0,0004900005642,0.0
176344,3/28/2024 to 4/3/2024,ROVIRA EXPORT SODAS BUTTER 30 OZ,0007298100157,GALLETAS,37.0,2024-03-28,-52.56410256410257,69.25,-13.437500000000002,78.0,534262.0,791141.0,7298100157,0.0,0007298100157,0.0
176629,3/28/2024 to 4/3/2024,ROVIRA EXPORT SODA CRACKERS 28 OZ,0007298100105,GALLETAS,100.0,2024-03-28,-33.333333333333336,180.75,-12.96147672552167,150.0,534262.0,791141.0,7298100105,0.0,0007298100105,0.0
178823,3/28/2024 to 4/3/2024,CHIPS AHOY! SINGLE SERVE 12 CT,0004400005222,GALLETAS,18.0,2024-03-28,12.5,28.75,-11.082474226804129,16.0,534262.0,791141.0,4400005222,0.0,0004400005222,0.0
180564,3/28/2024 to 4/3/2024,OREO SANDWICH SINGLE SERVE 12 PK,0004400004698,GALLETAS,22.0,2024-03-28,-46.34146341463414,41.0,-13.38028169014085,41.0,534262.0,791141.0,4400004698,0.0,0004400004698,0.0
181580,3/28/2024 to 4/3/2024,NABISCO CHIP AHOY MINI S SERVE 12 PK,0004400002027,GALLETAS,57.0,2024-03-28,-6.5573770491803245,94.0,-11.598746081504697,61.0,534262.0,791141.0,4400002027,0.0,0004400002027,0.0
182174,3/28/2024 to 4/3/2024,OREO MINI SINGLE SERVE 12 PK,0004400002028,GALLETAS,129.0,2024-03-28,-58.387096774193544,299.75,-15.957943925233653,310.0,534262.0,791141.0,4400002028,0.0,0004400002028,0.0
182353,3/28/2024 to 4/3/2024,CHIPS AHOY CHOCO CHIPS 13.0 OZ,0004400003219,GALLETAS,379.0,2024-03-28,43.560606060606055,366.75,1.1259191176470562,264.0,534262.0,791141.0,4400003219,0.0,0004400003219,0.0
182417,3/28/2024 to 4/3/2024,RITZ CRACKERS 13.7 OZ,0004400003111,GALLETAS,525.0,2024-03-28,-46.96969696969697,854.25,-11.384854771784237,990.0,534262.0,791141.0,4400003111,0.0,0004400003111,0.0
182439,3/28/2024 to 4/3/2024,NILLA MINI WAFERS SINGLE SERVE 12 CT,0004400003128,GALLETAS,24.0,2024-03-28,-46.666666666666664,30.5,-6.632653061224481,45.0,534262.0,791141.0,4400003128,0.0,0004400003128,0.0
188312,3/28/2024 to 4/3/2024,OCEAN SPRAY WHITE CRANBERRY 64 OZ,0003120028127,JUGOS PET,76.0,2024-03-28,-33.913043478260875,108.5,-9.078212290502785,115.0,534262.0,791141.0,3120028127,0.0,0003120028127,0.0
188313,3/28/2024 to 4/3/2024,OCEAN SPRAY LIGHT CRANBERRY 64 OZ,0003120034227,JUGOS PET,22.0,2024-03-28,10.000000000000009,18.5,6.730769230769229,20.0,534262.0,791141.0,3120034227,0.0,0003120034227,0.0
188333,3/28/2024 to 4/3/2024,OCEAN SPRAY LIGHT CRAN.GRAPE 64 OZ,0003120034327,JUGOS PET,16.0,2024-03-28,-33.333333333333336,23.75,-9.810126582278478,24.0,534262.0,791141.0,3120034327,0.0,0003120034327,0.0
188410,3/28/2024 to 4/3/2024,OCEAN SPRAY RUBY GRAPEFRUIT 64 OZ,0003120027627,JUGOS PET,67.0,2024-03-28,-30.927835051546392,85.25,-6.660583941605836,97.0,534262.0,791141.0,3120027627,0.0,0003120027627,0.0
188455,3/28/2024 to 4/3/2024,OCEAN SPARY CRAN/GRAPE 100% 64 OZ,0003120003466,JUGOS PET,25.0,2024-03-28,-30.555555555555557,32.0,-6.796116504854377,36.0,534262.0,791141.0,3120003466,0.0,0003120003466,0.0
188494,3/28/2024 to 4/3/2024,OCEAN SPRAY CRAN/GRAPE DIET 64 OZ,0003120020157,JUGOS PET,55.0,2024-03-28,-14.0625,64.25,-4.579207920792072,64.0,534262.0,791141.0,3120020157,0.0,0003120020157,0.0
188516,3/28/2024 to 4/3/2024,OCEAN SPRAY CRANGRAPE 64 OZ,0003120022007,JUGOS PET,78.0,2024-03-28,-37.6,99.25,-6.661442006269591,125.0,534262.0,791141.0,3120022007,0.0,0003120022007,0.0
188562,3/28/2024 to 4/3/2024,OCEAN SPRAY CRANBERRY DIET 64 OZ,0003120020031,JUGOS PET,67.0,2024-03-28,-24.71910112359551,83.5,-6.17977528089888,89.0,534262.0,791141.0,3120020031,0.0,0003120020031,0.0
188614,3/28/2024 to 4/3/2024,OCEAN SPRAY CRANBERRY JUICE 64 OZ,0003120020007,JUGOS PET,294.0,2024-03-28,-26.683291770573568,370.25,-6.423757371524852,401.0,534262.0,791141.0,3120020007,0.0,0003120020007,0.0
188615,3/28/2024 to 4/3/2024,OCEAN SPRAY CRANBERRY 100% 64 OZ,0003120003469,JUGOS PET,35.0,2024-03-28,-27.083333333333336,47.25,-7.954545454545459,48.0,534262.0,791141.0,3120003469,0.0,0003120003469,0.0
201364,3/28/2024 to 4/3/2024,HOLSUM GALLETAS EMP FAMILIAR 10 OZ,0002296100104,GALLETAS,31.0,2024-03-28,-16.216216216216218,44.5,-9.183673469387754,37.0,534262.0,791141.0,2296100104,0.0,0002296100104,0.0
212560,3/28/2024 to 4/3/2024,MOTTS APPLE JUICE 64 OZ,0001480000034,JUGOS PET,405.0,2024-03-28,-36.1198738170347,664.0,-11.505997334517993,634.0,534262.0,791141.0,1480000034,0.0,0001480000034,0.0
212595,3/28/2024 to 4/3/2024,MOTTS APPLE NATURAL STYLE JUICE 64OZ,0001480031656,JUGOS PET,14.0,2024-03-28,-54.83870967741935,29.5,-14.903846153846146,31.0,534262.0,791141.0,1480031656,0.0,0001480031656,0.0
212608,3/28/2024 to 4/3/2024,MOTTS PLUS LIGHT APPLE 64 OZ,0001480032100,JUGOS PET,72.0,2024-03-28,-30.76923076923077,108.5,-10.082872928176801,104.0,534262.0,791141.0,1480032100,0.0,0001480032100,0.0
215195,4/4/2024 to 4/10/2024,MOTTS APPLE NATURAL STYLE JUICE 64OZ,0001480031656,JUGOS PET,30.0,2024-04-04,114.28571428571428,29.25,-0.8474576271186418,14.0,797791.0,534262.0,1480031656,0.0,0001480031656,0.0
215280,4/4/2024 to 4/10/2024,OREO MINI SINGLE SERVE 12 PK,0004400002028,GALLETAS,415.0,2024-04-04,221.70542635658913,339.25,13.177648040033363,129.0,797791.0,534262.0,4400002028,0.0,0004400002028,0.0
215370,4/4/2024 to 4/10/2024,MOTTS PLUS LIGHT APPLE 64 OZ,0001480032100,JUGOS PET,124.0,2024-04-04,72.22222222222223,110.5,1.8433179723502224,72.0,797791.0,534262.0,1480032100,0.0,0001480032100,0.0
215633,4/4/2024 to 4/10/2024,NABISCO CHIP AHOY MINI S SERVE 12 PK,0004400002027,GALLETAS,282.0,2024-04-04,394.7368421052632,138.0,46.808510638297875,57.0,797791.0,534262.0,4400002027,0.0,0004400002027,0.0
216791,4/4/2024 to 4/10/2024,MOTTS APPLE JUICE 64 OZ,0001480000034,JUGOS PET,585.0,2024-04-04,44.44444444444444,675.0,1.6566265060240948,405.0,797791.0,534262.0,1480000034,0.0,0001480000034,0.0
219272,4/4/2024 to 4/10/2024,NILLA MINI WAFERS SINGLE SERVE 12 CT,0004400003128,GALLETAS,31.0,2024-04-04,29.166666666666675,33.25,9.016393442622949,24.0,797791.0,534262.0,4400003128,0.0,0004400003128,0.0
219318,4/4/2024 to 4/10/2024,CHIPS AHOY CHOCO CHIPS 13.0 OZ,0004400003219,GALLETAS,477.0,2024-04-04,25.857519788918214,349.75,-4.6353101567825465,379.0,797791.0,534262.0,4400003219,0.0,0004400003219,0.0
219372,4/4/2024 to 4/10/2024,RITZ CRACKERS 13.7 OZ,0004400003111,GALLETAS,933.0,2024-04-04,77.71428571428571,883.0,3.365525314603457,525.0,797791.0,534262.0,4400003111,0.0,0004400003111,0.0
220028,4/4/2024 to 4/10/2024,CHIPS AHOY! SINGLE SERVE 12 CT,0004400005222,GALLETAS,31.0,2024-04-04,72.22222222222223,27.0,-6.086956521739129,18.0,797791.0,534262.0,4400005222,0.0,0004400005222,0.0
220375,4/4/2024 to 4/10/2024,OREO SANDWICH SINGLE SERVE 12 PK,0004400004698,GALLETAS,31.0,2024-04-04,40.90909090909092,36.0,-12.195121951219512,22.0,797791.0,534262.0,4400004698,0.0,0004400004698,0.0
227149,4/4/2024 to 4/10/2024,POWERADE ZERO MIXED BERRY 20 OZ,0004900005069,BEBIDAS,256.0,2024-04-04,61.00628930817611,168.75,13.636363636363647,159.0,797791.0,534262.0,4900005069,0.0,0004900005069,0.0
227272,4/4/2024 to 4/10/2024,POWERADE GRAPE 20 OZ,0004900004526,BEBIDAS,624.0,2024-04-04,111.52542372881355,445.0,-9.964592817400098,295.0,797791.0,534262.0,4900004526,0.0,0004900004526,0.0
227720,4/4/2024 to 4/10/2024,POWERADE ZERO FRUIT PUNCH 20 OZ,0004900005642,BEBIDAS,293.0,2024-04-04,80.8641975308642,200.0,12.676056338028175,162.0,797791.0,534262.0,4900005642,0.0,0004900005642,0.0
228400,4/4/2024 to 4/10/2024,POWERADE ORANGE 20 OZ,0004900003278,BEBIDAS,408.0,2024-04-04,110.30927835051547,289.5,-1.025641025641022,194.0,797791.0,534262.0,4900003278,0.0,0004900003278,0.0
228537,4/4/2024 to 4/10/2024,POWERADE LIMON 20 OZ,0004900000369,BEBIDAS,383.0,2024-04-04,158.78378378378378,234.0,2.183406113537112,148.0,797791.0,534262.0,4900000369,0.0,0004900000369,0.0
228554,4/4/2024 to 4/10/2024,POWERADE FRUIT PUNCH 20 OZ,0004900000371,BEBIDAS,1100.0,2024-04-04,132.06751054852322,727.75,-6.7286126241589255,474.0,797791.0,534262.0,4900000371,0.0,0004900000371,0.0
228657,4/4/2024 to 4/10/2024,POWERADE MOUNTAIN BLAST 2O OZ,0004900000790,BEBIDAS,790.0,2024-04-04,150.79365079365078,538.5,-10.659477395271677,315.0,797791.0,534262.0,4900000790,0.0,0004900000790,0.0
235329,4/4/2024 to 4/10/2024,HOLSUM GALLETAS EMP FAMILIAR 10 OZ,0002296100104,GALLETAS,94.0,2024-04-04,203.2258064516129,49.75,11.79775280898876,31.0,797791.0,534262.0,2296100104,0.0,0002296100104,0.0
237641,4/4/2024 to 4/10/2024,MISTIC MANGO CARROT 64 OZ,0008939664297,JUGOS PET,152.0,2024-04-04,50.495049504950494,99.0,17.85714285714286,101.0,797791.0,534262.0,8939664297,0.0,0008939664297,0.0
239433,4/4/2024 to 4/10/2024,MISTIC TROPICAL CARROT 64 OZ,0008939664290,JUGOS PET,271.0,2024-04-04,110.07751937984497,160.25,25.933202357563843,129.0,797791.0,534262.0,8939664290,0.0,0008939664290,0.0
239805,4/4/2024 to 4/10/2024,MISTIC ORANGE CARROT 64 OZ,0008939664296,JUGOS PET,1297.0,2024-04-04,92.14814814814815,921.75,17.0104728657569,675.0,797791.0,534262.0,8939664296,0.0,0008939664296,0.0
248061,4/4/2024 to 4/10/2024,OCEAN SPARY CRAN/GRAPE 100% 64 OZ,0003120003466,JUGOS PET,38.0,2024-04-04,52.0,34.25,7.03125,25.0,797791.0,534262.0,3120003466,0.0,0003120003466,0.0
248103,4/4/2024 to 4/10/2024,OCEAN SPRAY CRANBERRY DIET 64 OZ,0003120020031,JUGOS PET,131.0,2024-04-04,95.5223880597015,92.75,11.077844311377238,67.0,797791.0,534262.0,3120020031,0.0,0003120020031,0.0
248120,4/4/2024 to 4/10/2024,OCEAN SPRAY CRANBERRY 100% 64 OZ,0003120003469,JUGOS PET,71.0,2024-04-04,102.85714285714285,54.5,15.343915343915349,35.0,797791.0,534262.0,3120003469,0.0,0003120003469,0.0
248122,4/4/2024 to 4/10/2024,OCEAN SPRAY CRANBERRY JUICE 64 OZ,0003120020007,JUGOS PET,580.0,2024-04-04,97.27891156462584,422.25,14.044564483457123,294.0,797791.0,534262.0,3120020007,0.0,0003120020007,0.0
248274,4/4/2024 to 4/10/2024,OCEAN SPRAY CRANGRAPE 64 OZ,0003120022007,JUGOS PET,197.0,2024-04-04,152.56410256410254,124.0,24.937027707808568,78.0,797791.0,534262.0,3120022007,0.0,0003120022007,0.0
248277,4/4/2024 to 4/10/2024,OCEAN SPRAY CRAN/GRAPE DIET 64 OZ,0003120020157,JUGOS PET,102.0,2024-04-04,85.45454545454545,76.0,18.287937743190664,55.0,797791.0,534262.0,3120020157,0.0,0003120020157,0.0
248300,4/4/2024 to 4/10/2024,OCEAN SPRAY RUBY GRAPEFRUIT 64 OZ,0003120027627,JUGOS PET,99.0,2024-04-04,47.76119402985075,87.0,2.052785923753664,67.0,797791.0,534262.0,3120027627,0.0,0003120027627,0.0
248313,4/4/2024 to 4/10/2024,OCEAN SPRAY LIGHT CRAN.GRAPE 64 OZ,0003120034327,JUGOS PET,28.0,2024-04-04,75.0,24.0,1.0526315789473717,16.0,797791.0,534262.0,3120034327,0.0,0003120034327,0.0
248318,4/4/2024 to 4/10/2024,OCEAN SPRAY LIGHT CRANBERRY 64 OZ,0003120034227,JUGOS PET,20.0,2024-04-04,-9.090909090909093,19.5,5.405405405405395,22.0,797791.0,534262.0,3120034227,0.0,0003120034227,0.0
248323,4/4/2024 to 4/10/2024,OCEAN SPRAY WHITE CRANBERRY 64 OZ,0003120028127,JUGOS PET,150.0,2024-04-04,97.36842105263158,116.0,6.912442396313367,76.0,797791.0,534262.0,3120028127,0.0,0003120028127,0.0
255312,4/4/2024 to 4/10/2024,ROVIRA EXPORT SODA CRACKERS 28 OZ,0007298100105,GALLETAS,185.0,2024-04-04,85.00000000000001,157.0,-13.139695712309818,100.0,797791.0,534262.0,7298100105,0.0,0007298100105,0.0
255641,4/4/2024 to 4/10/2024,ROVIRA EXPORT SODAS BUTTER 30 OZ,0007298100157,GALLETAS,89.0,2024-04-04,140.54054054054052,75.25,8.664259927797824,37.0,797791.0,534262.0,7298100157,0.0,0007298100157,0.0
263550,4/4/2024 to 4/10/2024,WELCH GRAPE CONCORD JUICE COCKT 64OZ,0004180020199,JUGOS PET,111.0,2024-04-04,79.03225806451613,169.5,-4.23728813559322,62.0,797791.0,534262.0,4180020199,0.0,0004180020199,0.0
263688,4/4/2024 to 4/10/2024,WELCHS GRAPE JUICE 100 % 10 OZ,0004180035400,JUGOS PET,827.0,2024-04-04,66.39839034205231,763.75,2.8965981812058006,497.0,797791.0,534262.0,4180035400,0.0,0004180035400,0.0
263871,4/4/2024 to 4/10/2024,WELCH'S GRAPE JUICE 100% 64 OZ,0004180020750,JUGOS PET,323.0,2024-04-04,37.446808510638306,308.25,4.2265426880811585,235.0,797791.0,534262.0,4180020750,0.0,0004180020750,0.0
263883,4/4/2024 to 4/10/2024,WELCH'S WHITE GRAPE 100% JUICE 64 OZ,0004180022700,JUGOS PET,84.0,2024-04-04,3.703703703703698,88.75,-2.472527472527475,81.0,797791.0,534262.0,4180022700,0.0,0004180022700,0.0
287409,4/11/2024 to 4/17/2024,ROVIRA EXPORT SODAS BUTTER 30 OZ,0007298100157,GALLETAS,80.0,2024-04-11,-10.1123595505618,71.0,-5.6478405315614655,89.0,814823.0,797791.0,7298100157,0.0,0007298100157,0.0
287450,4/11/2024 to 4/17/2024,MISTIC TROPICAL CARROT 64 OZ,0008939664290,JUGOS PET,231.0,2024-04-11,-14.760147601476014,185.5,15.756630265210614,271.0,814823.0,797791.0,8939664290,0.0,0008939664290,0.0
287543,4/11/2024 to 4/17/2024,ROVIRA EXPORT SODA CRACKERS 28 OZ,0007298100105,GALLETAS,164.0,2024-04-11,-11.351351351351347,149.75,-4.617834394904463,185.0,814823.0,797791.0,7298100105,0.0,0007298100105,0.0
287545,4/11/2024 to 4/17/2024,MISTIC MANGO CARROT 64 OZ,0008939664297,JUGOS PET,157.0,2024-04-11,3.289473684210531,122.75,23.989898989898983,152.0,814823.0,797791.0,8939664297,0.0,0008939664297,0.0
287546,4/11/2024 to 4/17/2024,MISTIC ORANGE CARROT 64 OZ,0008939664296,JUGOS PET,749.0,2024-04-11,-42.25134926754048,902.0,-2.142663411988066,1297.0,814823.0,797791.0,8939664296,0.0,0008939664296,0.0
295563,4/11/2024 to 4/17/2024,OREO SANDWICH SINGLE SERVE 12 PK,0004400004698,GALLETAS,58.0,2024-04-11,87.09677419354837,38.0,5.555555555555558,31.0,814823.0,797791.0,4400004698,0.0,0004400004698,0.0
295599,4/11/2024 to 4/17/2024,CHIPS AHOY! SINGLE SERVE 12 CT,0004400005222,GALLETAS,44.0,2024-04-11,41.93548387096775,27.25,0.92592592592593,31.0,814823.0,797791.0,4400005222,0.0,0004400005222,0.0
296151,4/11/2024 to 4/17/2024,OREO MINI SINGLE SERVE 12 PK,0004400002028,GALLETAS,398.0,2024-04-11,-4.0963855421686795,313.0,-7.737656595431098,415.0,814823.0,797791.0,4400002028,0.0,0004400002028,0.0
296181,4/11/2024 to 4/17/2024,NABISCO CHIP AHOY MINI S SERVE 12 PK,0004400002027,GALLETAS,286.0,2024-04-11,1.4184397163120588,171.5,24.27536231884058,282.0,814823.0,797791.0,4400002027,0.0,0004400002027,0.0
296560,4/11/2024 to 4/17/2024,CHIPS AHOY CHOCO CHIPS 13.0 OZ,0004400003219,GALLETAS,472.0,2024-04-11,-1.0482180293501009,398.0,13.795568263045022,477.0,814823.0,797791.0,4400003219,0.0,0004400003219,0.0
296579,4/11/2024 to 4/17/2024,RITZ CRACKERS 13.7 OZ,0004400003111,GALLETAS,935.0,2024-04-11,0.2143622722400762,845.75,-4.218573046432617,933.0,814823.0,797791.0,4400003111,0.0,0004400003111,0.0
296591,4/11/2024 to 4/17/2024,NILLA MINI WAFERS SINGLE SERVE 12 CT,0004400003128,GALLETAS,54.0,2024-04-11,74.19354838709677,38.5,15.789473684210531,31.0,814823.0,797791.0,4400003128,0.0,0004400003128,0.0
297084,4/11/2024 to 4/17/2024,WELCHS GRAPE JUICE 100 % 10 OZ,0004180035400,JUGOS PET,807.0,2024-04-11,-2.4183796856106388,744.75,-2.487725040916533,827.0,814823.0,797791.0,4180035400,0.0,0004180035400,0.0
297227,4/11/2024 to 4/17/2024,WELCH GRAPE CONCORD JUICE COCKT 64OZ,0004180020199,JUGOS PET,137.0,2024-04-11,23.42342342342343,142.25,-16.07669616519174,111.0,814823.0,797791.0,4180020199,0.0,0004180020199,0.0
297356,4/11/2024 to 4/17/2024,WELCH'S WHITE GRAPE 100% JUICE 64 OZ,0004180022700,JUGOS PET,100.0,2024-04-11,19.047619047619047,87.0,-1.9718309859154903,84.0,814823.0,797791.0,4180022700,0.0,0004180022700,0.0
297358,4/11/2024 to 4/17/2024,WELCH'S GRAPE JUICE 100% 64 OZ,0004180020750,JUGOS PET,363.0,2024-04-11,12.38390092879258,308.0,-0.08110300081103361,323.0,814823.0,797791.0,4180020750,0.0,0004180020750,0.0
307031,4/11/2024 to 4/17/2024,OCEAN SPRAY CRANGRAPE 64 OZ,0003120022007,JUGOS PET,221.0,2024-04-11,12.182741116751261,155.25,25.2016129032258,197.0,814823.0,797791.0,3120022007,0.0,0003120022007,0.0
307035,4/11/2024 to 4/17/2024,OCEAN SPRAY RUBY GRAPEFRUIT 64 OZ,0003120027627,JUGOS PET,99.0,2024-04-11,0.0,90.5,4.022988505747116,99.0,814823.0,797791.0,3120027627,0.0,0003120027627,0.0
307039,4/11/2024 to 4/17/2024,OCEAN SPRAY WHITE CRANBERRY 64 OZ,0003120028127,JUGOS PET,148.0,2024-04-11,-1.3333333333333308,122.25,5.3879310344827624,150.0,814823.0,797791.0,3120028127,0.0,0003120028127,0.0
307057,4/11/2024 to 4/17/2024,OCEAN SPRAY CRAN/GRAPE DIET 64 OZ,0003120020157,JUGOS PET,78.0,2024-04-11,-23.529411764705888,74.75,-1.6447368421052655,102.0,814823.0,797791.0,3120020157,0.0,0003120020157,0.0
307066,4/11/2024 to 4/17/2024,OCEAN SPRAY LIGHT CRANBERRY 64 OZ,0003120034227,JUGOS PET,28.0,2024-04-11,39.99999999999999,22.5,15.384615384615374,20.0,814823.0,797791.0,3120034227,0.0,0003120034227,0.0
307091,4/11/2024 to 4/17/2024,OCEAN SPRAY LIGHT CRAN.GRAPE 64 OZ,0003120034327,JUGOS PET,40.0,2024-04-11,42.85714285714286,27.0,12.5,28.0,814823.0,797791.0,3120034327,0.0,0003120034327,0.0
307158,4/11/2024 to 4/17/2024,OCEAN SPARY CRAN/GRAPE 100% 64 OZ,0003120003466,JUGOS PET,49.0,2024-04-11,28.947368421052634,37.0,8.029197080291972,38.0,814823.0,797791.0,3120003466,0.0,0003120003466,0.0
307160,4/11/2024 to 4/17/2024,OCEAN SPRAY CRANBERRY 100% 64 OZ,0003120003469,JUGOS PET,41.0,2024-04-11,-42.25352112676056,48.75,-10.550458715596333,71.0,814823.0,797791.0,3120003469,0.0,0003120003469,0.0
307168,4/11/2024 to 4/17/2024,OCEAN SPRAY CRANBERRY JUICE 64 OZ,0003120020007,JUGOS PET,561.0,2024-04-11,-3.2758620689655182,459.0,8.703374777975137,580.0,814823.0,797791.0,3120020007,0.0,0003120020007,0.0
307183,4/11/2024 to 4/17/2024,OCEAN SPRAY CRANBERRY DIET 64 OZ,0003120020031,JUGOS PET,104.0,2024-04-11,-20.610687022900763,97.75,5.39083557951483,131.0,814823.0,797791.0,3120020031,0.0,0003120020031,0.0
316308,4/11/2024 to 4/17/2024,POWERADE GRAPE 20 OZ,0004900004526,BEBIDAS,578.0,2024-04-11,-7.371794871794868,473.0,6.292134831460672,624.0,814823.0,797791.0,4900004526,0.0,0004900004526,0.0
316343,4/11/2024 to 4/17/2024,POWERADE ZERO FRUIT PUNCH 20 OZ,0004900005642,BEBIDAS,191.0,2024-04-11,-34.81228668941979,207.25,3.6249999999999893,293.0,814823.0,797791.0,4900005642,0.0,0004900005642,0.0
316423,4/11/2024 to 4/17/2024,POWERADE ORANGE 20 OZ,0004900003278,BEBIDAS,396.0,2024-04-11,-2.941176470588236,310.5,7.253886010362698,408.0,814823.0,797791.0,4900003278,0.0,0004900003278,0.0
316435,4/11/2024 to 4/17/2024,POWERADE ZERO MIXED BERRY 20 OZ,0004900005069,BEBIDAS,213.0,2024-04-11,-16.796875,182.25,8.000000000000007,256.0,814823.0,797791.0,4900005069,0.0,0004900005069,0.0
316468,4/11/2024 to 4/17/2024,POWERADE FRUIT PUNCH 20 OZ,0004900000371,BEBIDAS,1082.0,2024-04-11,-1.6363636363636358,786.25,8.038474750944701,1100.0,814823.0,797791.0,4900000371,0.0,0004900000371,0.0
316481,4/11/2024 to 4/17/2024,POWERADE LIMON 20 OZ,0004900000369,BEBIDAS,364.0,2024-04-11,-4.960835509138384,266.0,13.675213675213671,383.0,814823.0,797791.0,4900000369,0.0,0004900000369,0.0
316640,4/11/2024 to 4/17/2024,POWERADE MOUNTAIN BLAST 2O OZ,0004900000790,BEBIDAS,869.0,2024-04-11,10.000000000000009,608.75,13.045496750232122,790.0,814823.0,797791.0,4900000790,0.0,0004900000790,0.0
319079,4/11/2024 to 4/17/2024,MOTTS APPLE JUICE 64 OZ,0001480000034,JUGOS PET,598.0,2024-04-11,2.2222222222222143,555.5,-17.7037037037037,585.0,814823.0,797791.0,1480000034,0.0,0001480000034,0.0
321092,4/11/2024 to 4/17/2024,MOTTS APPLE NATURAL STYLE JUICE 64OZ,0001480031656,JUGOS PET,26.0,2024-04-11,-13.33333333333333,25.25,-13.675213675213671,30.0,814823.0,797791.0,1480031656,0.0,0001480031656,0.0
321431,4/11/2024 to 4/17/2024,MOTTS PLUS LIGHT APPLE 64 OZ,0001480032100,JUGOS PET,108.0,2024-04-11,-12.903225806451612,102.0,-7.692307692307687,124.0,814823.0,797791.0,1480032100,0.0,0001480032100,0.0
321561,4/11/2024 to 4/17/2024,HOLSUM GALLETAS EMP FAMILIAR 10 OZ,0002296100104,GALLETAS,49.0,2024-04-11,-47.87234042553191,52.75,6.030150753768848,94.0,814823.0,797791.0,2296100104,0.0,0002296100104,0.0
325702,4/18/2024 to 4/24/2024,MISTIC MANGO CARROT 64 OZ,0008939664297,JUGOS PET,123.0,2024-04-18,-21.65605095541401,133.25,8.553971486761714,157.0,829618.0,814823.0,8939664297,0.0,0008939664297,0.0
326130,4/18/2024 to 4/24/2024,MISTIC ORANGE CARROT 64 OZ,0008939664296,JUGOS PET,740.0,2024-04-18,-1.2016021361815787,865.25,-4.0742793791574305,749.0,829618.0,814823.0,8939664296,0.0,0008939664296,0.0
326224,4/18/2024 to 4/24/2024,MISTIC TROPICAL CARROT 64 OZ,0008939664290,JUGOS PET,148.0,2024-04-18,-35.930735930735935,194.75,4.986522911051217,231.0,829618.0,814823.0,8939664290,0.0,0008939664290,0.0
353300,4/18/2024 to 4/24/2024,WELCH GRAPE CONCORD JUICE COCKT 64OZ,0004180020199,JUGOS PET,113.0,2024-04-18,-17.51824817518248,105.75,-25.65905096660809,137.0,829618.0,814823.0,4180020199,0.0,0004180020199,0.0
354426,4/18/2024 to 4/24/2024,WELCH'S WHITE GRAPE 100% JUICE 64 OZ,0004180022700,JUGOS PET,182.0,2024-04-18,82.0,111.75,28.44827586206897,100.0,829618.0,814823.0,4180022700,0.0,0004180022700,0.0
354582,4/18/2024 to 4/24/2024,WELCH'S GRAPE JUICE 100% 64 OZ,0004180020750,JUGOS PET,499.0,2024-04-18,37.46556473829201,355.0,15.259740259740262,363.0,829618.0,814823.0,4180020750,0.0,0004180020750,0.0
354656,4/18/2024 to 4/24/2024,WELCHS GRAPE JUICE 100 % 10 OZ,0004180035400,JUGOS PET,894.0,2024-04-18,10.780669144981413,756.25,1.5441423296408185,807.0,829618.0,814823.0,4180035400,0.0,0004180035400,0.0
356821,4/18/2024 to 4/24/2024,POWERADE ORANGE 20 OZ,0004900003278,BEBIDAS,277.0,2024-04-18,-30.05050505050505,318.75,2.657004830917864,396.0,829618.0,814823.0,4900003278,0.0,0004900003278,0.0
356949,4/18/2024 to 4/24/2024,POWERADE ZERO MIXED BERRY 20 OZ,0004900005069,BEBIDAS,126.0,2024-04-18,-40.845070422535215,188.5,3.429355281207136,213.0,829618.0,814823.0,4900005069,0.0,0004900005069,0.0
356975,4/18/2024 to 4/24/2024,POWERADE GRAPE 20 OZ,0004900004526,BEBIDAS,408.0,2024-04-18,-29.411764705882348,476.25,0.6871035940803294,578.0,829618.0,814823.0,4900004526,0.0,0004900004526,0.0
